name,brand,price_pkr,url,source,ram_gb,storage_gb,processor,display_inches
"Daraz Like New - HP Probook 650 G8 Core i5 11th Gen, 16GB, 512GB SSD, 15.6″ FHD IPS LED, Win 11 Pro",HP,130999,#,Daraz.pk,8,512,Intel i5,15.6
"Daraz Like New Laptops - Lenovo L460, 14' Display, Intel Core i5 6th Gen 8GB RAM 512GB SSDM2 | Windows 10",Lenovo,52999,#,Daraz.pk,8,512,Apple M2,14.0
"Daraz Like New Laptops - Lenovo L13 13.3' Display, Intel Core i5 11th Gen 8GB RAM 256GB Storage",Lenovo,125000,#,Daraz.pk,8,256,Intel i5,13.3
LAPTOP - Used - HP ELITEBOOK 840-G5 8TH GENERATION | INTEL CORE-I5 | 8250u PROCESSOR - 256GB SSD - 16GB RAM - FHD | 14.1,HP,69999,#,Daraz.pk,16,256,Intel i5,15.6
Daraz Like New HP Elitebook 840G5 Core i5-8th gen Ram 16GB 256GB SSD,HP,72999,#,Daraz.pk,16,256,Intel i5,15.6
Dell latitude 5420 - Core i5 - 11th Generation - 16gb RAM - 512gb SSD - 14 screen - Free Laptop Bag - Daraz Like New Lap,Dell,109999,#,Daraz.pk,16,512,Intel i5,15.6
"Apple MacBook Pro (15-Inch, 16GB RAM, 512GB Storage, 2.6GHz Intel Core i7) - Space Gray (Early 2018 Model) - Daraz Like ",Apple,159999,#,Daraz.pk,16,512,Intel i7,15.6
Lenovo Thinkpad T470 | Core i7-7th Generation | 16GB Ram - 256GB SSD | Like New Laptop | 6 Months Warranty - 3Hours+ Bat,Lenovo,75000,#,Daraz.pk,16,256,Intel i7,15.6
"Apple MacBook Pro 2020 M1 (A2338) - 13.3"" Retina Display - Apple M1 Processor - 16GB RAM - (256GB SSD TO 512GB SSD) - To",Apple,270000,#,Daraz.pk,16,256,Apple M1,13.3
Apple MacBook Pro 2012 (A1278) - 13.3 Inches HD Display - Intel Core i5 - 8GB RAM DDR3 - 128GB SSD TO 512GB SSD Storage ,Apple,45000,#,Daraz.pk,8,128,Intel i5,13.3
"USED - LAPTOP - HP EliteBook 840 G3 - 14” HD, Intel Core i5-6200U 2.4Ghz, 6th Gen - 16GB DDR4 - 256GB SSD - Windows 11 L",HP,69999,#,Daraz.pk,16,256,Intel i5,15.6
Dell latitude 5410 - Core i5 - 10th Generation - 16gb RAM - 512gb SSD - 14 screen - Free Laptop Bag - Daraz Like New Lap,Dell,100000,#,Daraz.pk,16,512,Intel i5,15.6
"Dell Latitude 5570, Core i5 6th generation, 8GB DDR4 Ram, 256GB SSD Drive, 15.6"" Led Display Intel HD Graphics",Dell,47999,#,Daraz.pk,8,256,Intel i5,15.6
"Daraz Like New - Lenovo Thinkpad X13 G1,AMD Ryzen5 4650U, 16GB, 256GB, 13.3″ HD LED",Lenovo,87999,#,Daraz.pk,8,512,Intel i5,15.6
"Dell Laptop | Intel Core i7-7500U | 8GB RAM | 500GB HDD | AMD Radeon R5 M420 2GB | 14"" HD Display | Windows 10 Home | Us",Dell,59999,#,Daraz.pk,8,512,Intel i7,14.0
Daraz Like New Laptops - Hp EliteBook 850 G5 - Core i5-7th Generation - 8GB Ram - 256GB SSD - 15.6 Inch Screen Size - FR,HP,93499,#,Daraz.pk,8,256,Intel i5,15.6
Apple Macbook Air 13 MW123 M4 Chip,Apple,287999,https://priceoye.pk/laptops/apple/apple-macbook-air-13-mw123-m4-chip,PriceOye.pk,8,512,Intel i5,15.6
LENOVO LOQ 15 Core i7 14650HX,Lenovo,376999,https://priceoye.pk/laptops/lenovo/lenovo-loq-15-core-i7-14650hx,PriceOye.pk,8,512,Intel i7,15.6
Lenovo IdeaPad Slim 3 Ryzen 7 (8GB-512GB),Lenovo,148999,https://priceoye.pk/laptops/lenovo/lenovo-ideapad-slim-3-ryzen-7-8gb-512gb,PriceOye.pk,8,512,AMD Ryzen 7,15.6
Apple MacBook Air 13 M1 MGN63 (8GB-256GB),Apple,204999,https://priceoye.pk/laptops/apple/apple-macbook-air-13-m1-mgn63-8gb-256gb,PriceOye.pk,8,256,Apple M1,15.6
Apple MacBook Air MRXW3 M3 Chip,Apple,352999,https://priceoye.pk/laptops/apple/apple-macbook-mrxw3-m3-chip,PriceOye.pk,8,512,Apple M3,15.6
Dell Latitude 15 5540 15.6 Inches 13th Gen Core i7 DOS (8GB - 512GB),Dell,343999,https://priceoye.pk/laptops/dell/dell-latitude-15-5540-15-6-inches-13th-gen-core-i7-dos-8gb-512gb,PriceOye.pk,8,512,Intel i7,15.6
Lenovo ThinkPad E16 Gen 2 - Intel Core Ultra 7 (16GB-512GB),Lenovo,288999,https://priceoye.pk/laptops/lenovo/lenovo-thinkpad-e16-gen-2-intel-core-ultra-7-16gb-512gb,PriceOye.pk,16,512,Intel Core Ultra,15.6
Lenovo Legion 5 Ci7-14650HX (16GB-1TB SSD) RTX 4050 6GB,Lenovo,381999,https://priceoye.pk/laptops/lenovo/lenovo-legion-5-ci7-14650hx-16gb-1tb-ssd-rtx-4050-6gb,PriceOye.pk,16,1024,Intel i7,15.6
Lenovo IdeaPad Slim 5 Core i7 13620H DOS (16GB-512GB SSD),Lenovo,209999,https://priceoye.pk/laptops/lenovo/lenovo-ideapad-slim-5-core-i7-13620h-dos-16gb-512gb-ssd,PriceOye.pk,16,512,Intel i7,15.6
Dell Inspiron 15 3530 13th Gen Core i7 1355U (16GB-512GB SSD),Dell,189999,https://priceoye.pk/laptops/dell/dell-inspiron-15-3530-13th-gen-core-i7-1355u-16gb-512gb-ssd,PriceOye.pk,16,512,Intel i7,15.6
Dell Latitude 3540 Ci5-1335U (8GB-256GB SSD) 15.6 FHD,Dell,169999,https://priceoye.pk/laptops/dell/dell-latitude-3540-ci5-1335u-8gb-256gb-ssd-15-6-fhd,PriceOye.pk,8,256,Intel i5,15.6
Dell Latitude 15 3540 15.6 Inches 13th Gen Core i7 DOS (8GB - 512GB),Dell,251999,https://priceoye.pk/laptops/dell/dell-latitude-15-3540-15-6-inches-13th-gen-core-i7-dos-8gb-512gb,PriceOye.pk,8,512,Intel i7,15.6
Lenovo IdeaPad Slim 3 Core i5 13th Gen,Lenovo,134999,https://priceoye.pk/laptops/lenovo/lenovo-ideapad-slim-3-core-i5-13th-gen-8gb-512gb,PriceOye.pk,8,512,Intel i5,15.6
HP Probook 450 G10 Core i5 13th Gen 1335U,HP,179999,https://priceoye.pk/laptops/hp/hp-probook-450-g10-core-i5-13th-gen-1335u,PriceOye.pk,8,512,Intel i5,15.6
HP Spectre 16-AA0013dx Ultra 7 155U (16GB 1TB) 16WQXGA,HP,469999,https://priceoye.pk/laptops/hp/hp-spectre-16-aa0013dx-ultra-7-155u-16gb-1tb-16-wqxga,PriceOye.pk,16,512,Intel Core Ultra,15.6
HP ProBook 460 G11 Notebook PC | Intel® Core™ Ultra 7 Processor 155U (8GB-512GB),HP,251999,https://priceoye.pk/laptops/hp/hp-probook-460-g11-notebook-pc-intel-core-ultra-7-processor-155u,PriceOye.pk,8,512,Intel Core Ultra,15.6
HP OMEN 16-AP0167AX R9-8940HX (16GB - 512GB) RTX-5060-8GB,HP,449999,https://priceoye.pk/laptops/hp/hp-omen-16-ap0167ax-r9-8940hx-16gb-512gb-rtx-5060-8gb,PriceOye.pk,16,512,AMD Ryzen 9,15.6
HP 15-FD0499NIA Ci5-1334U (8GB 512GB SSD),HP,143999,https://priceoye.pk/laptops/hp/hp-15-fd0499nia-ci5-1334u-8gb-512gb-ssd,PriceOye.pk,8,512,Intel i5,15.6
HP Probook 440 G10 13th Gen Core i5-1335U,HP,197999,https://priceoye.pk/laptops/hp/hp-probook-440-g10-13th-gen-core-i5-1335u,PriceOye.pk,8,512,Intel i5,15.6
HP Envy 16 H1010TX Gen 13th Core i7,HP,411999,https://priceoye.pk/laptops/hp/hp-envy-16-h1010tx-gen-13th-core-i7,PriceOye.pk,8,512,Intel i7,15.6
Dell Inspiron 14 7440 2 in 1 Intel Core 5 120U,Dell,181999,https://priceoye.pk/laptops/dell/dell-inspiron-14-7440-2-in-1-intel-core-5-120u,PriceOye.pk,8,512,Intel i5,15.6
HP Elitebook 640 G11 Ultra 5 125U,HP,252999,https://priceoye.pk/laptops/hp/hp-elitebook,PriceOye.pk,8,512,Intel Core Ultra,15.6
"HP Spectre 14-EU0000 Ultra 7 (32GB, 2TB SSD) OLED Plus HP PEN",HP,519999,https://priceoye.pk/laptops/hp/hp-spectre-14-eu0000-ultra-7-32gb-2tb-oled-plus-hp-pen,PriceOye.pk,32,2048,Intel Core Ultra,15.6
Infinix INBOOK Air (XL442) Core i3 1215U (8GB - 256GB),Infinix,119999,https://priceoye.pk/laptops/infinix/infinix-inbook-air-xl442-core-i3-1215u-8gb-256gb,PriceOye.pk,8,512,Intel i3,15.6
HP Probook 450 G10 Raptor Lake 13th Gen Core i5 1334U 8GB-512GB SSD,HP,179999,https://priceoye.pk/laptops/hp/hp-probook-450-g10-raptor-lake-13th-gen-core-i5-1334u-8gb-512gb-ssd,PriceOye.pk,8,512,Intel i5,15.6
Acer Nitro V15 13th Gen Core i7-13620H (16GB-512GB SSD),Acer,260999,https://priceoye.pk/laptops/acer/acer-nitro-v15-13th-gen-core-i7-13620h-16gb-512gb-ssd,PriceOye.pk,16,512,Intel i7,15.6
DELL LATTITUDE 5550 14TH GEN Core Ultra 7 155U (8GB-512GB SSD),Dell,359999,https://priceoye.pk/laptops/dell/dell-lattitude-5550-14th-gen-core-ultra-7-155u-8gb-512gb-ssd,PriceOye.pk,8,512,Intel Core Ultra,15.6
LENOVO THINKPAD E14 G4 13TH GEN Intel Core I7 1355U (8GB-512GB SSD),Lenovo,267999,https://priceoye.pk/laptops/lenovo/lenovo-thinkpad-e14-g4-13th-gen-intel-core-i7-1355u-8gb-512gb-ssd,PriceOye.pk,8,512,Intel i7,15.6
Lenovo legion 5 14th core i7 14650hx (16GB-1TB) DOS,Lenovo,431999,https://priceoye.pk/laptops/lenovo/lenovo-legion-5-14th-core-i7-14650hx-16gb-1tb-dos,PriceOye.pk,16,512,Intel i7,15.6
ASUS Zenbook 14 UX3405CA Intel Core Ultra 7 255H (16GB-512GB SSD),ASUS,285999,https://priceoye.pk/laptops/asus/asus-zenbook-14-ux3405ca-intel-core-ultra-7-255h-16gb-512gb-ssd,PriceOye.pk,16,512,Intel Core Ultra,15.6
Dell Latitude 3550 Raptor Lake 13th Gen Core i7 1355U (8GB-512GB SSD),Dell,249999,https://priceoye.pk/laptops/dell/dell-latitude-3550-raptor-lake-13th-gen-core-i7-1355u-8gb-512gb-ssd,PriceOye.pk,8,512,Intel i7,15.6
HP OmniBook 14 FM0013DX Core Ultra 5 226V (16GB-512GB SSD),HP,215999,https://priceoye.pk/laptops/hp/hp-omnibook-14-fm0013dx-core-ultra-5-226v-16gb-512gb-ssd,PriceOye.pk,16,512,Intel Core Ultra,15.6
LENOVO LOQ 15 CI7-14650HX,Lenovo,401999,https://priceoye.pk/laptops/lenovo/lenovo-loq-15-ci7-14650hx,PriceOye.pk,8,512,Intel i7,15.6
HP OmniBook X Flip 14-FM0023DX Core Ultra 7 256V (16GB-1TB SSD),HP,259999,https://priceoye.pk/laptops/hp/hp-omnibook-x-flip-14-fm0023dx-core-ultra-7-256v-16gb-1tb-ssd,PriceOye.pk,16,1024,Intel Core Ultra,15.6
ASUS TUF GAMING F15-FX507VU Ci7-13620H (16GB-512GB SSD) RTX 4050 6GB,ASUS,319999,https://priceoye.pk/laptops/asus/asus-tuf-gaming-f15-fx507vu-ci7-13620h-16gb-512gb-ssd-rtx-4050-6gb,PriceOye.pk,16,512,Intel i7,15.6
Lenovo Legion Pro 7 Ultra 9-275HX (32GB-2TB SSD) RTX 5070Ti 12GB 240Hz,Lenovo,992999,https://priceoye.pk/laptops/lenovo/lenovo-legion-pro-7-ultra-9-275hx-32gb-2tb-ssd-rtx-5070ti-12gb-240hz,PriceOye.pk,32,2048,Intel Core Ultra,15.6
ASUS TUF F16 FX608JMR Ci7 14650HX (32GB-1TB SSD) RTX 5060 8GB,ASUS,444999,https://priceoye.pk/laptops/asus/asus-tuf-f16-fx608jmr-ci7-14650hx-32gb-1tb-ssd-rtx-5060-8gb,PriceOye.pk,32,1024,Intel i7,15.6
Lenovo ThinkBook 16 G7 Ryzen 5-7533HS (16GB-512GB SSD),Lenovo,167999,https://priceoye.pk/laptops/lenovo/lenovo-thinkbook-16-g7-ryzen-5-7533hs-16gb-512gb-ssd,PriceOye.pk,16,512,AMD Ryzen 5,15.6
Lenovo Legion 5 16IAX10 Core Ultra 9-275HX (32GB-1TB SSD) RTX 5060 8GB,Lenovo,493999,https://priceoye.pk/laptops/lenovo/lenovo-legion-5-16iax10-core-ultra-9-275hx-32gb-1tb-ssd-rtx-5060-8gb,PriceOye.pk,32,1024,Intel Core Ultra,15.6
Dell 15 DC15250 Core 3-100U (8GB-512GB SSD),Dell,147999,https://priceoye.pk/laptops/dell/dell-15-dc15250-core-3-100u-8gb-512gb-ssd,PriceOye.pk,8,512,Intel i5,15.6
HP 15-FD0647TU Ci5-1334U (8GB-512GB SSD),HP,139999,https://priceoye.pk/laptops/hp/hp-15-fd0647tu-ci5-1334u-8gb-512gb-ssd,PriceOye.pk,8,512,Intel i5,15.6
Lenovo ThinkPad E15 G4 15.6 Inches 12th Gen Core i7 Backlit Keyboard DOS (8GB - 512GB),Lenovo,242999,https://priceoye.pk/laptops/lenovo/lenovo-thinkpad-e15-g4-15-6-inches-12th-gen-core-i7-backlit-keyboard-8gb-512gb,PriceOye.pk,8,512,Intel i7,15.6
HP Probook 450 G9 15.6 Inches 12th Gen Core i7 DOS (8GB - 512GB) Local,HP,194999,https://priceoye.pk/laptops/hp/hp-probook-450-g9-15-6-inches-12th-gen-core-i7-dos-8gb-512gb-local,PriceOye.pk,8,512,Intel i7,15.6
HP Pavilion X360 14 EK1055TU 14 Inches 13th Gen Core i5 Win 11 Home (8GB - 512GB),HP,199999,https://priceoye.pk/laptops/hp/hp-pavilion-x360-14-ek1055tu-14-inches-13th-gen-core-i5-win-11-home-8gb-512gb,PriceOye.pk,8,512,Intel i5,14.0
HP Pavilion 15 EG3002TX 15.6 Inches 13th Gen Core i5 Win 11 (8GB - 512GB),HP,258999,https://priceoye.pk/laptops/hp/hp-pavilion-15-eg3002tx-15-6-inches-13th-gen-core-i5-win-11-8gb-512gb,PriceOye.pk,8,512,Intel i5,15.6
HP Envy 16 H1008TX 16 Inches 13th Gen Core i5 Win 11 (16GB - 512GB),HP,409999,https://priceoye.pk/laptops/hp/hp-envy-16-h1008tx-16-inches-13th-gen-core-i5-win-11-16gb-512gb,PriceOye.pk,16,512,Intel i5,16.0
Lenovo ThinkPad E14 G5 13th Gen Core i7 1355U (8GB-512GB),Lenovo,285999,https://priceoye.pk/laptops/lenovo/lenovo-thinkpad-e14-g5-13th-gen-core-i7-1355u-8gb-512gb,PriceOye.pk,8,512,Intel i7,15.6
HP Spectre 2-in-1 X360 16-F2013DX 13th Gen Core i7,HP,346999,https://priceoye.pk/laptops/hp/hp-spectre-2-in-1-x360-16-f2013dx-13th,PriceOye.pk,8,512,Intel i7,15.6
Dell Vostro 15 3530 13th Gen Core i5 1334u,Dell,142999,https://priceoye.pk/laptops/dell/dell-vostro-15-3530-13th-gen-core-i5-1334u,PriceOye.pk,8,512,Intel i5,15.6
Lenovo Thinkpad T14 13th Gen Core I7 DOS,Lenovo,388999,https://priceoye.pk/laptops/lenovo/lenovo-thinkpad-t14-13th-gen-core-i7-dos,PriceOye.pk,8,512,Intel i7,15.6
HP Probook 440 G11 Ultra 7 155u,HP,227999,https://priceoye.pk/laptops/hp/hp-probook-440-g11-ultra-7,PriceOye.pk,8,512,Intel Core Ultra,15.6
Infinix INBOOK Y3H Plus (YL513H) Core i5 12450H (16GB - 512GB),Infinix,159999,https://priceoye.pk/laptops/infinix/infinix-inbook-y3h-yl513h-core-i5-12450h-16gb-512gb,PriceOye.pk,16,512,Intel i5,15.6
Dell Inspiron 16 5640 Core i5-1334U (16GB-512GB SSD),Dell,197999,https://priceoye.pk/laptops/dell/dell-inspiron-16-5640-core-i5-1334u-16gb-512gb-ssd,PriceOye.pk,16,512,Intel i5,15.6
HP VICTUS 15-FB3093DX R7-7445HS (16GB 512GB) RTX-4050-6GB,HP,244999,https://priceoye.pk/laptops/hp/hp-victus-15-fb3093dx-r7-7445hs-16gb-512gb-rtx-4050-6gb,PriceOye.pk,16,512,AMD Ryzen 7,15.6
HP OMNIBOOK 14 FP0023DX Core 7 150U (16GB-512GB),HP,217999,https://priceoye.pk/laptops/hp/hp-omnibook-14-fp0023dx-core-7-150u-16gb-512gb,PriceOye.pk,16,512,Intel i5,15.6
Lenovo IdeaPad Slim 5 Ultra 5 125H (16GB-512GB) DOS,Lenovo,199999,https://priceoye.pk/laptops/lenovo/lenovo-ideapad-slim-5-ultra-5-125h-16gb-512gb-dos,PriceOye.pk,16,512,Intel Core Ultra,15.6
Lenovo IdeaPad Slim 5 Ultra 7 155H (16GB-512GB) DOS,Lenovo,256999,https://priceoye.pk/laptops/lenovo/lenovo-ideapad-slim-5-ultra-7-155h-16gb-512gb-dos,PriceOye.pk,16,512,Intel Core Ultra,15.6
Lenovo loq 15 13th Core i7 13650hx (24GB-512GB) DOS,Lenovo,324999,https://priceoye.pk/laptops/lenovo/lenovo-loq-15-13th-core-i7-13650hx-24gb-512gb-dos,PriceOye.pk,8,512,Intel i7,15.6
HP Laptop 15-FD0532NIA Intel Core i3-1315U 13th Gen (4GB-256GB),HP,110999,https://priceoye.pk/laptops/hp/hp-laptop-15-fd0532nia-intel-core-i3-1315u-13th-gen-4gb-256gb,PriceOye.pk,4,256,Intel i3,15.6
LENOVO LOQ 15 Ci7 13650HX,Lenovo,300999,https://priceoye.pk/laptops/lenovo/lenovo-loq-15-ci7-13650hx,PriceOye.pk,8,512,Intel i7,15.6
"HP 15S-FQ5000NIA Ci3-1215U (4GB, 256GB SSD)",HP,101999,https://priceoye.pk/laptops/hp/hp-15s-fq5000nia-ci3-1215u-4gb-256gb-ssd,PriceOye.pk,4,256,Intel i3,15.6
Lenovo Legion Pro 5 Ultra 9-275HX (32GB-1TB SSD) RTX 5070 8GB,Lenovo,696999,https://priceoye.pk/laptops/lenovo/lenovo-legion-pro-5-ultra-9-275hx-32gb-1tb-ssd-rtx-5070-8gb,PriceOye.pk,32,1024,Intel Core Ultra,15.6
ASUS TUF GAMING F15-FX507VV Ci7-13620H (16GB-512GB SSD) RTX 4060 8GB,ASUS,359999,https://priceoye.pk/laptops/asus/asus-tuf-gaming-f15-fx507vv-ci7-13620h-16gb-512gb-ssd-rtx-4060-8gb,PriceOye.pk,16,512,Intel i7,15.6
ASUS TUF GAMING A14 FA-401WU RYZEN AI 9 HX370 (32GB-1TB SSD) RTX 4050 6GB,ASUS,501999,https://priceoye.pk/laptops/asus/asus-tuf-gaming-a14-fa-401wu-ryzen-ai-9-hx370-32gb-1tb-ssd-rtx-4050-6gb,PriceOye.pk,32,1024,Intel i5,15.6
ASUS EXPERTBOOK B3402FBA Ci5 1235U (8GB-512GB SSD),ASUS,169999,https://priceoye.pk/laptops/asus/asus-expertbook-b3402fba-ci5-1235u-8gb-512gb-ssd,PriceOye.pk,8,512,Intel i5,15.6
Asus ExpertBook B3402FVA Ci7 1355U (16GB-512GB SSD),ASUS,209999,https://priceoye.pk/laptops/asus/asus-expertbook-b3402fva-ci7-1355u-16gb-512gb-ssd,PriceOye.pk,16,512,Intel i7,15.6
Lenovo ThinkPad E16 G3 Ultra 7 255H (16GB-512GB SSD),Lenovo,293999,https://priceoye.pk/laptops/lenovo/lenovo-thinkpad-e16-g3-ultra-7-255h-16gb-512gb-ssd,PriceOye.pk,16,512,Intel Core Ultra,15.6
Dell Alienware 16X Aurora AC16251 Ultra 9-275HX (16GB-1TB SSD) RTX 5070 8GB,Dell,645999,https://priceoye.pk/laptops/dell/dell-alienware-16x-aurora-ac16251-ultra-9-275hx-16gb-1tb-ssd-rtx-5070-8gb,PriceOye.pk,16,1024,Intel Core Ultra,15.6
HP 15 FD0647TU 13th Generation Ci5-1334U (8GB-512GB SSD),HP,139999,https://priceoye.pk/laptops/hp/hp-15-fd0647tu-13th-generation-ci5-1334u-8gb-512gb-ssd,PriceOye.pk,8,512,Intel i5,15.6
HP Laptop EQ2180AU 15.6 Inches AMD Ryzen 5 (8GB RAM - 512GBSSD),HP,194999,https://priceoye.pk/laptops/hp/hp-laptop-eq2180au-15-6-inches-amd-ryzen-5-8gb-ram-512gbssd,PriceOye.pk,8,512,AMD Ryzen 5,15.6
Lenovo ThinkPad E14 G4 14 Inches 12th Gen Core i7 DOS (8GB - 512GB),Lenovo,230999,https://priceoye.pk/laptops/lenovo/lenovo-thinkpad-e14-g4-14-inches-12th-gen-core-i7-backlit-keyboard-dos-8gb-512gb,PriceOye.pk,8,512,Intel i7,14.0
HP ProBook 450 G9 15.6 Inches 12th Gen Core i5 DOS (8GB - 512GB),HP,199999,https://priceoye.pk/laptops/hp/hp-probook-450-g9-15-6-inches-12th-gen-core-i5-dos-8gb-512gb,PriceOye.pk,8,512,Intel i5,15.6
HP ProBook 450 G9 15.6 Inches 12th Gen Core i5 Backlit Keyboard DOS,HP,179999,https://priceoye.pk/laptops/hp/hp-probook-450-g9-15-6-inches-12th-gen-core-i5-backlit-keyboard-dos-8gb-512gb,PriceOye.pk,8,512,Intel i5,15.6
Lenovo Thinkbook 15 G2 1135G7 15.6 Inches 11th Gen Core i5 DOS (8GB - 1TB),Lenovo,204999,https://priceoye.pk/laptops/lenovo/lenovo-thinkbook-15-g2-1135g7-15-6-inches-11th-gen-core-i5-dos-8gb-1tb,PriceOye.pk,8,512,Intel i5,15.6
HP 15s FC0100AU 15.6 Inches AMD Ryzen 5 7520U Win 11 (8GB - 512GB),HP,191999,https://priceoye.pk/laptops/hp/hp-15s-fc0100au-15-6-inches-amd-ryzen-5-7520u-win-11-8gb-512gb,PriceOye.pk,8,512,AMD Ryzen 5,15.6
Lenovo V15 G3-Ci5 12th (8GB 512GB SSD),Lenovo,132999,https://priceoye.pk/laptops/lenovo/lenovo-v15-g3-ci5-12th-8gb-512gb-ssd,PriceOye.pk,8,512,Intel i5,15.6
HP 250 G10 Raptor Lake 13th Gen Core i5 (8GB-512GB SSD),HP,148999,https://priceoye.pk/laptops/hp/hp-250-g10-raptor-lake-13th-gen-core-i5-8gb-512gb-ssd,PriceOye.pk,8,512,Intel i5,15.6
HP Probook 450 G10 13th Gen Core i7 (8GB-512GB),HP,222999,https://priceoye.pk/laptops/hp/hp-probook-450-g10-13th-gen-core-i7-8gb-512gb,PriceOye.pk,8,512,Intel i7,15.6
Lenovo V15 G4 Core i5 13th Generation,Lenovo,145999,https://priceoye.pk/laptops/lenovo/lenovo-v15-g4-core-i5-13th-generation,PriceOye.pk,8,512,Intel i5,15.6
HP Laptop 15-fd0356nia Core™ i5 DOS (8GB-512GB),HP,141999,https://priceoye.pk/laptops/hp/hp-laptop-15-fd0356nia,PriceOye.pk,8,512,Intel i5,15.6
Lenovo Yoga 7 2 in 1 16 - Intel Core Ultra 7 (16GB-1TB),Lenovo,261999,https://priceoye.pk/laptops/lenovo/lenovo-yoga-7-2-in-1-16-intel-core-ultra-7-16gb-1tb,PriceOye.pk,16,512,Intel Core Ultra,15.6
Dell Latitude 3540 Ci5-1335U (8GB-256GB SSD),Dell,171999,https://priceoye.pk/laptops/dell/dell-latitude-3540-ci5-1335u-8gb-256gb-ssd,PriceOye.pk,8,256,Intel i5,15.6
Dell Inspiron 14-7440 CORE7 150U,Dell,221999,https://priceoye.pk/laptops/dell/dell-inspiron-14-7440-core7-150u,PriceOye.pk,8,512,Intel i5,15.6
ASUS EXPERTBOOK B1503CVA Ci7 1355U (16GB-512GB SSD),ASUS,181999,https://priceoye.pk/laptops/asus/asus-expertbook-b1503cva-ci7-1355u-16gb-512gb-ssd,PriceOye.pk,16,512,Intel i7,15.6
HP PROBOOK 440 G11 Ultra 5 125u,HP,216999,https://priceoye.pk/laptops/hp/hp-probook-440-g11,PriceOye.pk,8,512,Intel Core Ultra,15.6
Lenovo ThinkBook 16 Ultra 7 255H (8GB-512GB SSD),Lenovo,251999,https://priceoye.pk/laptops/lenovo/lenovo-thinkbook-16-ultra-7-255h-8gb-512gb-ssd,PriceOye.pk,8,512,Intel Core Ultra,15.6
HP OMEN 16-AE0073CL Ci7-14650HX (32GB - 1TB) RTX-4060-8GB,HP,433999,https://priceoye.pk/laptops/hp/hp-omen-16-ae0073cl-ci7-14650hx-32gb-1tb-rtx-4060-8gb,PriceOye.pk,32,512,Intel i7,15.6
ASUS ROG STRIX G614J 13TH CI7 13650HX (32GB-1TB SSD),ASUS,378999,https://priceoye.pk/laptops/asus/asus-rog-strix-g614j-13th-ci7-13650hx-32gb-1tb-ssd,PriceOye.pk,32,1024,Intel i7,15.6
Dell Latitude 5450 14th Gen Core Ultra 7 (8GB-512GB SSD),Dell,327999,https://priceoye.pk/laptops/dell/dell-latitude-5450-14th-gen-core-ultra-7-8gb-512gb-ssd,PriceOye.pk,8,512,Intel Core Ultra,15.6
DELL LATTITUDE 5550 14TH GEN Core Ultra 5 125U (8GB-512GB SSD),Dell,304999,https://priceoye.pk/laptops/dell/dell-lattitude-5550-14th-gen-core-ultra-5-125u-8gb-512gb-ssd,PriceOye.pk,8,512,Intel Core Ultra,15.6
Lenovo IdeaPad Slim 5 2in1 Core i513420H (16GB-512GB) DOS,Lenovo,221999,https://priceoye.pk/laptops/lenovo/lenovo-ideapad-slim-5-2in1-core-i513420h-16gb-512gb-dos,PriceOye.pk,16,512,Intel i5,15.6
HP 15S FC0298AU Notebook AMD Ryzen 5 7430U,HP,133999,https://priceoye.pk/laptops/hp/hp-15s-fc0298au-notebook-amd-ryzen-5-7430u,PriceOye.pk,8,512,AMD Ryzen 5,15.6
ASUS Zenbook 14 UX3405C Intel Core Ultra 9 285H (32GB-1TB SSD),ASUS,389999,https://priceoye.pk/laptops/asus/asus-zenbook-14-ux3405ca-intel-core-ultra-9-285h-32gb-1tb-ssd,PriceOye.pk,32,1024,Intel Core Ultra,15.6
HP OMNIBOOK X Flip 16-AS0023DX Core Ultra 7 256V (16GB 1TB SSD),HP,259999,https://priceoye.pk/laptops/hp/hp-omnibook-x-flip-16-as0023dx-core-ultra-7-256v-16gb-1tb-ssd,PriceOye.pk,16,1024,Intel Core Ultra,15.6
LENOVO LEGION PRO 5 Ci9-14900HX (32GB-1TB SSD) RTX 4070 8GB,Lenovo,629999,https://priceoye.pk/laptops/lenovo/lenovo-legion-pro-5-ci9-14900hx-32gb-1tb-ssd-rtx-4070-8gb,PriceOye.pk,32,1024,Intel i9,15.6
Lenovo Legion Pro 5 Ultra 7-255HX (32GB-1TB SSD) RTX 5060 8GB,Lenovo,622999,https://priceoye.pk/laptops/lenovo/lenovo-legion-pro-5-ultra-7-255hx-32gb-1tb-ssd-rtx-5060-8gb,PriceOye.pk,32,1024,Intel Core Ultra,15.6
ASUS TUF GAMING F17 FX707VU Ci7-13620H (16GB-512GB SSD) RTX 4050 6GB,ASUS,327999,https://priceoye.pk/laptops/asus/asus-tuf-gaming-f17-fx707vu-ci7-13620h-16gb-512gb-ssd-rtx-4050-6gb,PriceOye.pk,16,512,Intel i7,15.6
ACER PREDATOR HELIOS 18 AI Core Ultra 9 275HX (64GB-1TB SSD) RTX 5080 16GB,Acer,995999,https://priceoye.pk/laptops/acer/acer-predator-helios-18-ai-core-ultra-9-275hx-64gb-1tb-ssd-rtx-5080-16gb,PriceOye.pk,64,1024,Intel Core Ultra,15.6
