name,brand,price_pkr,url,source,ram_gb,storage_gb,processor,display_inches
HP EliteBook 650 G1 - Core I5 4th Generation - 8GB RAM 240GB SSD with,HP,43999,#,Daraz.pk,8,256,Intel i5,15.6
Apple MacBook pro 2017 (A1707) 15.4 inch Retina Dispaly Intel Core i7 with 2.7 Ghz (16GB RAM 512GB SSD) Touch Bar - Grey,Apple,116999,#,Daraz.pk,16,512,Intel i7,15.4
Dell Latitude E5450 Intel Core 5th Generation i5 i5-5300U 4GB DDR3L 500GB 7200RPM HDD Webcam Windows 10 Pro,Dell,36999,#,Daraz.pk,4,512,Intel i5,15.6
Dell CBC13 Chromebook 11 Intel Celeron 2GB RAM 16GB Windows 10 - Daraz like new laptops,Dell,49070,#,Daraz.pk,2,512,Intel Celeron,11.0
"LENOVO THINKPAD T420 Intel Core i5 2rd Generation 14"" Screen 8GB Ram 250GB HDD Windows 10 Registered (FREE LAPTOP BAG) -",Lenovo,24999,#,Daraz.pk,8,256,Intel i5,14.0
Lenovo | ChromeBook 300E (2nd Gen) | 4GB RAM | 32GB Storage | 11.6″ Display | | Touch Screen | 2029 Updateable | 360 Rot,Lenovo,17000,#,Daraz.pk,4,32,Intel i5,15.6
"HP EliteBook 1030 G7 | Intel Core i7 10th Generation | 32 GB RAM DDR4 | 512 GB SSD NVMe | Intel UHD Graphics | 13.3"" Tou",HP,145000,#,Daraz.pk,32,512,Intel i7,13.3
"Apple MacBook Pro 2017 (A1708) 2.3 GHz Intel Core i5 (13.3 inch Retina Display, 8GB RAM, 256GB SSD) Space Gray - Daraz L",Apple,92999,#,Daraz.pk,8,256,Intel i5,13.3
Daraz Like New Laptops - Dell Latitude E5470 - Intel Core i5-6th Generation - 8gb Ram 256gb Ssd - 14.1 Inch FHD Screen -,Dell,42999,#,Daraz.pk,8,256,Intel i5,14.1
HP 640G2 - Core i5 6th Generation - 8GB RAM - 256GB SSD - 14inch Screen - FREE LAPTOP BAG (Windows 11 Licensed) - Daraz ,HP,40499,#,Daraz.pk,8,256,Intel i5,14.0
Daraz Like New Laptops - Lenovo 300e Windows 81M900CAUS 11.6″ Touchscreen Netbook – HD – 1366 x 768 – Intel Celeron N412,Lenovo,31499,#,Daraz.pk,4,128,Intel Celeron,15.6
"Dell Latitude 5520, Core i5 2nd generation, 8GB Ram, 500GB Hard Drive, 15.6"" Screen (Windows 10 Registered) FREE LAPTOP ",Dell,29499,#,Daraz.pk,8,512,Intel i5,15.6
Lenovo Thinkpad X240 Core i5 4th Gen 8 GB RAM 128GB SSD & 500 GB HDD 12.5″ Windows 10 (Free Laptop Bag) - Daraz like new,Lenovo,33999,#,Daraz.pk,8,128,Intel i5,15.6
"Dell Latitude 6430, Core i5 3rd generation, 8GB Ram, 500GB Hard Drive, 14"" Led Display, (Windows 10 Registered) FREE LAP",Dell,25899,#,Daraz.pk,8,512,Intel i5,14.0
Daraz Like New Laptops - HP EliteBook 840 G5 - CORE I5 -8TH GENERATION- 8GB RAM - 256GB SSD - Windows® 11 Licensed - FRE,HP,74499,#,Daraz.pk,8,256,Intel i5,15.6
"Lenovo N23 Chromebook 11.6"" Intel Celeron N3060 2.40 GHz Processor 4GB RAM 16GB SSD Rotating Webcam Wi-Fi HDMI Bluetooth",Lenovo,35698,#,Daraz.pk,4,16,Intel Celeron,11.6
HP EliteBook 840 G3 ( TOUCHSCREEN) - Core i5 6th Generation - 8GB RAM - 256GB SSD with 500GB HDD - 14inch Screen - FREE ,HP,51999,#,Daraz.pk,8,256,Intel i5,14.0
"Lenovo N23 Chromebook – 11.6″ – 4 G 4GB RAM, 16GB Storage, Chrome OS - Daraz like new laptops - Used",Lenovo,161956,#,Daraz.pk,4,16,Intel i5,15.6
Dell Latitude 5400 - Core i5 8th Generation - 8GB DDR4 RAM - 256GB SSD -14inch Screen - FREE LAPTOP BAG-Daraz Like New L,Dell,69800,#,Daraz.pk,8,256,Intel i5,14.0
"HP EliteBook 840 G5 14"" LCD Notebook - Intel Core i5 (8th Gen) i5-8250U Quad-core (4 Core) 1.60 GHz - 8 GB DDR4 SDRAM - ",HP,79999,#,Daraz.pk,8,256,Intel i5,14.0
"HP EliteBook 840 G4 Ultra Book, Core i5 7th generation, 8GB DDR Ram, 500GB Hard drive 14.1"" Led Display, Intel HD Graphi",HP,54999,#,Daraz.pk,8,512,Intel i5,14.1
"Lenovo ThinkPad T440 – 14″ – Intel Core i5 – 4GB RAM – 500GB HDD – Durable Business Laptop for Students, Freelancers & O",Lenovo,30000,#,Daraz.pk,4,512,Intel i5,15.6
Daraz Like New Laptops - HP | Chromebook 14 G5 | 32GB Storage | 4GB RAM | 14.1″ HD Display | Updated Version | Playstore,HP,19999,#,Daraz.pk,4,32,Intel i5,15.6
Dell Latitude E7280 - Core i5 7th Generation - 8GB DDR4 RAM - 256GB SSD - 12.5inch Screen - FREE LAPTOP BAG (WINDOWS 11 ,Dell,47999,#,Daraz.pk,8,256,Intel i5,12.5
"HP ProBook 650-G3 Business Notebook Intel: i5-7Th Gen, 8GB, 256GB/SSD, DVDRW, WiFi+Bluetooth, Backlit-Keyboard, Webcam, ",HP,58999,#,Daraz.pk,8,512,Intel i5,15.6
"Apple MacBook Air A1466 Early 2017 - Intel Core i5 Processor (13.3 inch Display, 8GB RAM, 256GB Flash Storage) Silver Co",Apple,85000,#,Daraz.pk,8,256,Intel i5,13.3
"Dell Latitude 5410 Ultra Book Core 15 10th generation, 16GB DDR4 Ram 256GB Solid State Drive SSD 14.1"" FHD Led Display I",Dell,69999,#,Daraz.pk,16,512,Intel i5,14.1
Lenovo Thinkpad T470 - Core i5 7th Generation - 16GB DDR4 - 512GB SSD - 14inch Screen - FREE LAPTOP BAG (Windows 11 Lice,Lenovo,52999,#,Daraz.pk,16,512,Intel i5,14.0
"Acer Chromebook 11 C731 - 11.6"" Laptop💻 Intel N3060 4GB RAM 16GB SSD Battery Backup 6 Hours Plus Chrome OS (Renewed)",Acer,150187,#,Daraz.pk,4,16,Intel i5,11.6
"HP EliteBook 830 G7 Intel Core i5 10th Generation, 8GB DDR3 Ram, 256GB SSD Drive, 13.3"" Led Display, Intel FHD Graphics ",HP,84999,#,Daraz.pk,8,256,Intel i5,13.3
"Dell 3189 Convertible Chromebook Touchscreen 4GB Ram 16GB SSD, HDMI, WiFi, Webcam, Chrome OS - FREE LAPTOP BAG",Dell,19999,#,Daraz.pk,4,16,Intel i5,15.6
"Daraz Like New Laptops - Lenovo ThinkPad T450 (14 inch), i7-5th Gen, 4GB RAM, 500GB HDD, Windows 10 Pro",Lenovo,45999,#,Daraz.pk,4,512,Intel i7,14.0
"Daraz Like new Laptop - Dell Latitude 7320 Core i7 11th Gen , 16GB RAM, 512GB NVME SSD, 13.3″ FHD IPS LED",Dell,118999,#,Daraz.pk,16,512,Intel i7,15.6
USED - LAPTOPS - Lenovo N22/N23 Chromebook – 11.6″ – 4 GB RAM – 16 GB ROM – With Play Store - PUBG Supported - DARAZ LIK,Lenovo,82391,#,Daraz.pk,4,16,Intel i5,15.6
Dell Latitude E7470 - Core i5 6th Generation - 8GB DDR4 RAM - 256GB SSD - 14inch HD Screen - FREE LAPTOP BAG,Dell,43999,#,Daraz.pk,8,256,Intel i5,14.0
"Lenovo Thinkpad L570 / i5 7th gen / 8gb ram ddr4 / 256gb SSD / 15.6"" display",Lenovo,42000,#,Daraz.pk,8,256,Intel i5,15.6
Dell Chromebook 11 | 3120 P22T | 4GB Ram | 16GB Storage | Windows 10 | Chromebook,Dell,148187,#,Daraz.pk,4,16,Intel i5,15.6
"Daraz Like New Laptop - HP ProBook 650 G2 - 15.6"" LED - Core i5 6th Generation (6200U) - 8 GB RAM - 256 GB SSD - Windows",HP,44999,#,Daraz.pk,8,256,Intel i5,15.6
ASUS ROG G73Jh Intel Core i7 1st-Gen 720 QM up to 2.80GHz - 04 GB DDR3 Ram - 500 GB HDD - ATI Mobility Radeon HD 5870 1G,ASUS,40000,#,Daraz.pk,4,512,Intel i7,17.3
HP ChromeBook 11 G4 - 2GB RAM - 16GB Storage Capicty With Free Airpods,HP,19000,#,Daraz.pk,2,16,Intel i5,15.6
HP ELITEBOOK 840-G4 7TH GENERATION | INTEL CORE-I5 | 7200u PROCESSOR | 8GB RAM | 128GB SSD + 500GB HDD| FHD | 14.1’INCH ,HP,57999,#,Daraz.pk,8,128,Intel i5,15.6
Daraz Like New Laptops - HP ELITEBOOK 840-G5 8TH GENERATION | INTEL CORE-I5 | 8250u PROCESSOR | 16GB RAM | 512GB SSD | F,HP,74999,#,Daraz.pk,16,512,Intel i5,15.6
"Lenovo ThinkPad X250 UltraBook 12.5″ Screen, Core i5 – 5th Gen., 8GB Ram, 500GB HDD, Window 10 Pro - Daraz Like New Lapt",Lenovo,39999,#,Daraz.pk,8,512,Intel i5,15.6
“HP ProBook 430 G5 | Core i3 8th Gen | 13.3″ HD Display | 8GB DDR4 RAM | 256GB SSD | Intel UHD Graphics | Webcam | WiFi ,HP,45000,#,Daraz.pk,8,256,Intel i3,15.6
Lenovo 500e Chromebook Laptop | Intel Celeron processor | 4GB RAM | 32GB SSD,Lenovo,16500,#,Daraz.pk,4,32,Intel Celeron,15.6
"HP ProBook 640 G3 14 Inch , Intel Core i5-7200U up to 3.1GHz, 8G DDR4, 256G SSD, VGA, DP, Windows 10 Pro 64 Bit - Daraz ",HP,55999,#,Daraz.pk,8,512,Intel i5,14.0
"HP G8 Chromebook – 11.6"" HD Display, 4GB RAM, 32GB SSD – Lightweight Laptop for School, Work & Daily Use",HP,122588,#,Daraz.pk,4,32,Intel i5,11.6
"Dell Latitude 5410 Ultra Book Core i5 10th generation, 16GB DDR4 Ram 256GB Solid State Drive SSD 14.1"" FHD Led Display I",Dell,74999,#,Daraz.pk,16,512,Intel i5,14.1
HP EliteBook 840 G4 - Core i5 7th Generation - 8GB RAM - 256GB SSD with 500GB HDD - 14inch Screen - FREE LAPTOP BAG WIND,HP,57999,#,Daraz.pk,8,256,Intel i5,14.0
"""Dell Latitude 5400 Business Laptop, 14-inch FHD (1920x1080) Intel Core i5-8350U (8th Gen), 16GB RAM, 256GB SSD, Windows",Dell,69999,#,Daraz.pk,16,256,Intel i5,15.6
Daraz Like New Laptops - Dell Latitude E7470 - Core i5 6th Generation - 8GB DDR4 RAM - 256GB SSD - 14inch Screen - FREE ,Dell,44999,#,Daraz.pk,8,256,Intel i5,14.0
Dell Latitude E7240 - Core i5 4th Generation - 8GB RAM 128GB SSD,Dell,37999,#,Daraz.pk,8,128,Intel i5,15.6
Daraz Like New Laptop - Lenovo N22/N23 Chromebook – 11.6″ – 4 GB RAM – 16 GB ROM – With Play Store - PUBG Supported,Lenovo,218642,#,Daraz.pk,4,16,Intel i5,15.6
Hp Elitebook 820 G3- Core i5 6th Generation - 16GB DDR4 RAM - 128GB SSD - 500GB HDD -12.5inch Screen - FREE LAPTOP BAG (,HP,46999,#,Daraz.pk,16,128,Intel i5,12.5
USED - Dell Latitude E7280 - Core i5 7th Generation - 256 GB SSD - 8GB RAM - 12.5inch Screen - Free Laptop Bag - Daraz l,Dell,42499,#,Daraz.pk,8,256,Intel i5,12.5
"Daraz Like New Laptops - Lenovo ThinkPad T480 14""HD Display - Intel Core i5 (8th Gen) - 8 GB RAM - 256 GB SSD (Windows 1",Lenovo,51999,#,Daraz.pk,8,256,Intel i5,14.0
"Lenovo Core i5-10th Generation | 6 Months warranty | 8GB DDR4 RAM , 256 GB M2 SSD | 3Hours+ Battery Backup | FREE LAPTOP",Lenovo,85000,#,Daraz.pk,8,512,Apple M2,15.6
Dell Latitude 7420 2 in 1 | intel core i7 - 11th Generation | 16GB DDR4 RAM | 512GB NVME | Original charger included | F,Dell,115000,#,Daraz.pk,16,512,Intel i7,15.6
Dell Latitude 7490 14'' HD Intel Core i5-8250U 1.60GHz 8GB 256GB SSD Windows 10 pro,Dell,55999,#,Daraz.pk,8,256,Intel i5,14.0
Lenovo ThinkPad T460s - Core i5 6th Generation - 8GB DDR4 - 256GB SSD - 14inches Screen - FREE LAPTOP BAGS,Lenovo,42999,#,Daraz.pk,8,256,Intel i5,14.0
"HP Elitebook 840 G2 - Core i5-5th Generation - 500gb Hard , 8GB RAM - Daraz like new laptops",HP,45999,#,Daraz.pk,8,512,Intel i5,15.6
Dell Latitude E5540 - Core i5 4th Generation - 4GB RAM - 500GB HDD - 15.6inch Screen Numpad - FREE LAPTOP BAG,Dell,32999,#,Daraz.pk,4,512,Intel i5,15.6
HP EliteBook 840 G3 - Core i5 6th Generation - 8GB RAM - 128gb SSD + 500gb HDD - 14inch Screen - FREE LAPTOP BAG - Daraz,HP,44999,#,Daraz.pk,8,128,Intel i5,14.0
"Daraz Like New Laptops - Dell Latitude 6320 , Core i5 2nd Genertion, 8GB DDR3 Ram, 128GB SSD Drive, 13.3"" Led Display, I",Dell,24999,#,Daraz.pk,8,128,Intel i5,13.3
HP - EliteBook 840G5 - CORE I5 -8TH GENERATION- 8GB RAM - 256GB SSD - Windows® 10 Activated - FREE LAPTOP BAG - Daraz li,HP,64999,#,Daraz.pk,8,256,Intel i5,15.6
Daraz Like New Laptops - HP EliteBook 840 G4 Laptop (Core i5 7th Gen 8GB RAM 256GB SSD 14.1 inches HD Windows 11 Home),HP,54999,#,Daraz.pk,8,256,Intel i5,14.1
Dell Latitude 5490 - Core i5 8th Generation - 16GB RAM - 256GB SSD - 14inch Screen - FREE LAPTOP BAG,Dell,57999,#,Daraz.pk,16,256,Intel i5,14.0
Daraz Like New Laptops - HP Elitebook 840 G7 Intel Core I5-10TH GEN 8GB Ram 256GB SSD,HP,90999,#,Daraz.pk,8,256,Intel i5,15.6
"Apple MacBook Pro 2017 (A1707) – 15.4"" Retina, Intel Core i7 2.9GHz (Quad-Core), 16GB RAM, 512GB SSD, Touch Bar, Space G",Apple,109999,#,Daraz.pk,16,512,Intel i7,15.4
"Apple MacBook Air 2017 Core i5 (13.3-inch, 8GB RAM, 128 SSD Storage) Silver - Daraz Like New Laptops",Apple,54999,#,Daraz.pk,8,512,Intel i5,15.6
Lenovo ThinkPad X260 ROM/512GB Colour/Black With Free Charger And Extra Charger Lead Imported Laptop GTA Minecraft Tekke,Lenovo,44000,#,Daraz.pk,8,512,Intel i5,15.6
"Dell Latitude 5410, Core i5 10th generation, 8GB Ram, 256GB SSD, 14"" Led Display, (Windows 11 Licensed) FREE LAPTOP BAG ",Dell,72999,#,Daraz.pk,8,256,Intel i5,14.0
"Dell Latitude 5430, Core i5 3rd generation, 8GB Ram, 500GB Hard Drive, 14"" Led Display, (Windows 10 Registered) FREE LAP",Dell,25999,#,Daraz.pk,8,512,Intel i5,14.0
Hp Chromebook - 4GB Ram - 16GB Rom - Playstore Supported - 14 inch HD Display - Free Laptop Bag - Daraz like new laptops,HP,16999,#,Daraz.pk,4,16,Intel i5,14.0
MacBook pro 2012 Core i7 8GB Ram 128GB SSD Storage 3hrs Battery Backup 13.3inch Display size,Unknown,34995,#,Daraz.pk,8,128,Intel i7,13.3
Daraz Like New Laptops - Dell Latitude E7270 - Intel Core i5-6th Generation - 8gb Ram 256gb Ssd - 12.5 Inch Screen Size ,Dell,43999,#,Daraz.pk,8,256,Intel i5,12.5
"Lenovo ThinkPad X1 Carbon Gen 10 Intel® Core™ i7-1255U 16GB LPDDR5-5200 512GB SSD M.2 14"" WUXGA (1920x1200) IPS Backlit ",Lenovo,815999,#,Daraz.pk,16,512,Intel i7,14.0
HP Elite X2 Detachable 2-in-1 – Core m5 6th Generation – 12 Inches FHD Touchscreen – 8GB RAM – 128GB NVME SSD – Dual HD ,HP,64000,#,Daraz.pk,8,512,Intel i5,12.0
HP ProBook 640 G1 - Core i3 4th Generation - 4GB RAM - 500GB HDD - 14inch Screen - Window 10 Pro Active - Daraz Like New,HP,33999,#,Daraz.pk,4,512,Intel i3,14.0
Hp GT51 black,HP,116646,#,Daraz.pk,8,512,Intel i5,15.6
Daraz Like New Laptops - Hp Elitebook 820 G3 - Core i5 6th Generation - 16GB DDR4 RAM - 128GB SSD AND 500GB HDD- 12.5inc,HP,42999,#,Daraz.pk,16,128,Intel i5,12.5
"Dell Latitude 6530 - Core i5 3rd generation, 8GB Ram, 500GB Hard Drive, 15.6"" Led Display, (Windows 10 Registered) - Dar",Dell,40000,#,Daraz.pk,8,512,Intel i5,15.6
"Dell Latitude 5410 Ultra Book Core i7 10th generation, 16GB DDR4 Ram 256GB Solid State Drive SSD 14.1"" FHD Led Display I",Dell,74999,#,Daraz.pk,16,512,Intel i7,14.1
Dell P22T Chromebook 3120 Intel Celeron 2GB RAM 16GB Windows 10 - Daraz like new laptops,Dell,18000,#,Daraz.pk,2,512,Intel Celeron,15.6
USED - Hp Elitebook 820 G3 - Core i5 6th Generation - 8GB DDR4 RAM - 128GB SSD - 500GB HDD -12.5inch Screen - FREE LAPTO,HP,41499,#,Daraz.pk,8,128,Intel i5,12.5
USED - LAPTOP - Lenovo Thinkpad X240 Core i5 - 4th Generation - 8 GB RAM - 128GB SSD & 500 GB HDD - 12.5″ SCREEN - Windo,Lenovo,32999,#,Daraz.pk,8,128,Intel i5,15.6
"Daraz Like New Laptops - HP ProBook 650 G4 Ultra Book Core i7 8th generation, 8GB DDR4 Ram 256GB Solid State Drive SSD 1",HP,78999,#,Daraz.pk,8,512,Intel i7,15.6
"Acer Predator Helios Neo 16S AI PHN16S-71-99SA Gaming Laptop Intel Core Ultra 9-275HX, 32GB DDR5, 1TB SSD, NVIDIA RTX 50",Acer,674999,#,Daraz.pk,32,1024,AMD Ryzen 5,16.0
Dell Latitude E5490 Core i5 8th Generation 8GB RAM 256GB SSD 14inch Screen Free Laptop Bag (Windows 11 Licensed) - Daraz,Dell,54999,#,Daraz.pk,8,256,Intel i5,14.0
"HP Chromebook 11 G6 - 2027 update - EE 11.6"" Chromebook Intel Celeron 1.10 GHz 4GB Ram 16GB SSD, HDMI, WiFi, Webcam, Pla",HP,234172,#,Daraz.pk,4,16,Intel Celeron,11.6
"Apple MacBook Air A1460 (2012) – 13.3"" Display, Intel Core i5, 4GB RAM, 128GB SSD, Silver – Slim & Lightweight Like New ",Apple,30999,#,Daraz.pk,4,128,Intel i5,13.3
HP Chromebook 14-inch Laptop with 180-Degree Hinge - AMD A4-9120 RADEON R4 - 5 Computer Cores Processor - 4 GB DDR4 SDRA,HP,15999,#,Daraz.pk,4,32,Intel i5,15.6
Like A New Lenovo ThinkPad X230 Core i5 3rd Gen 4 GB RAM 250 GB 12..5″ Windows 10 (Free Laptop Bag),Lenovo,21999,#,Daraz.pk,4,512,Intel i5,15.6
"Acer Chromebook C730 Laptop – 11.6"" HD | Quad-Core | Chrome OS Windows | Free AirPods Pro Student Laptop | Fast Boot | S",Acer,40318,#,Daraz.pk,8,512,Intel i5,11.6
"Daraz Like New Laptops - Dell Latitude E5540 15.6 inches Laptop, Core i5-4310U 2.0GHz, 8GB Ram, 500GB HDD, DVDRW, Window",Dell,32999,#,Daraz.pk,8,512,Intel i5,15.6
"Daraz Like New Laptops - DELL Latitude 3189, Intel Pentium N4200 Quad-Core (1.1 GHz), 4 GB DDR3L Ram, 128 GB SSD, Intel ",Dell,28999,#,Daraz.pk,4,128,Intel Pentium,11.6
"HP 15-FD0647TU Core i5 13th Gen, 8GB, 512GB SSD, 15.6″ FHD LED, Windows 11",HP,173999,#,Daraz.pk,8,512,Intel i5,15.6
"HP EliteBook 840 G3 Ultra Book, Core i5 6th generation, 8GB DDR Ram, 500GB Hard drive 14.1"" Led Display, Intel HD Graphi",HP,49999,#,Daraz.pk,8,512,Intel i5,14.1
"Used - HP EliteBook 840 G3 - 14” HD, Intel Core i5-6200U 2.4Ghz, 6th Gen 8GB DDR4, 128GB SSD + 500GB HDD, Windows 10 64 ",HP,47499,#,Daraz.pk,8,128,Intel i5,15.6
Hp Probook 640 G4 I5 8th Gen 8GB Ram 256GB ssd+500gb hdd (Windows 11 Licensed) & Free Laptop Bag - Daraz like new laptop,HP,55999,#,Daraz.pk,8,256,Intel i5,15.6
"Daraz Like New Lenovo ThinkPad L460 14""HD Display - Intel Core i3 (6th Gen) - 8 GB RAM - 256 GB SSD",Lenovo,35999,#,Daraz.pk,8,256,Intel i3,14.0
USED LAPTOP - HP ELITEBOOK 840-G5 8TH GENERATION | INTEL CORE-I5 - 16GB RAM | 512GB SSD | WIN11 PRO | REGISTERED (FREE L,HP,79899,#,Daraz.pk,16,512,Intel i5,15.6
"Hp Chromebook 11 G7 EE | 4GB RAM DDR4 | 16GB SSD EMMC | Playstore supported | 11.6"" screen | update 2029",HP,154869,#,Daraz.pk,4,16,Intel i5,11.6
Daraz Like New Laptops - Lenovo Chromebook 100E Intel Celeron 4GB RAM 16GB Chrome OS (FREE LAPTOP BAG),Lenovo,52588,#,Daraz.pk,4,512,Intel Celeron,15.6
"Lenovo ThinkPad Yoga 11e 11.6"" 2-in-1 Touchscreen Laptop (Intel® Core™ i3 7th Gen 8GB RAM, 256GB SSD, Webcam) Black - Da",Lenovo,41499,#,Daraz.pk,8,256,Intel i3,11.6
DARAZ LIKE NEW LAPTOPS - DELL LATITUDE 7480 - INTEL CORE I5-7TH GENERATION - 8GB RAM - 256GB SSD,Dell,50199,#,Daraz.pk,8,256,Intel i5,15.6
"Dell Latitude 6430, Core i5 3rd generation, 4GB Ram, 250GB Hard Drive, 14"" Led Display, (Windows 10 Registered) FREE LAP",Dell,24499,#,Daraz.pk,4,512,Intel i5,14.0
"Daraz Like New Laptops - Apple MacBook Air Mid 2011 A1466 - 13-inch Laptop - Intel Core i5, 4GB RAM, 256GB SSD",Apple,37999,#,Daraz.pk,4,256,Intel i5,15.6
"Daraz Like New Laptops - HP EliteBook 840 G3 Ultra Book, Core i5 6th generation, 8GB DDR Ram, 256GB Solid State Drive SS",HP,52899,#,Daraz.pk,8,512,Intel i5,14.1
Daraz Like New Laptops - HP | Chromebook 14 G5 | 16GB Storage | 4GB RAM | 14.1″ HD Display | Updated Version | Playstore,HP,30000,#,Daraz.pk,4,16,Intel i5,15.6
"Dell Latitude E6540 15.6in Laptop, Core i5-4300M 2.6GHz, 8GB Ram, 500GB HDD, USB 3.0, DVD-RW, HDMI, Windows 10 Pro - Dar",Dell,38999,#,Daraz.pk,8,512,Intel i5,15.6
"HP 650 G1 15.6inch Laptop, Intel Core i5 4th Gen 8GB Ram, 500GB HDD, Windows 10 (Registered Windows) FREE LAPTOP BAG - D",HP,44999,#,Daraz.pk,8,512,Intel i5,15.6
"Lenovo ThinkPad 11E (4th Gen) 11.6-Inch Laptop (4GB RAM, 128GB SSD, Intel Celeron , Windows 10 Pro)",Lenovo,22999,#,Daraz.pk,4,128,Intel Celeron,15.6
"HP EliteBook 840 G7 Core i7 10th Gen, 32GB RAM, 512GB SSD, 14″ FHD LED Windows 11 Licensed (FREE LAPTOP BAG) - Daraz lik",HP,199999,#,Daraz.pk,32,512,Intel i7,15.6
"DELL Core i7 6th Generation - 16GB DDR4 RAM , 512GB M2 SSD Hard - 5Hours+ Battery Backup - ONE MONTH WARRANTY - Charger ",Dell,68000,#,Daraz.pk,16,512,Intel i7,15.6
"Daraz Like New Laptops - Lenovo ThinkPad T480 Ultra Book, Core i5 8th generation, 8GB DDR4 Ram, 256GB SSD Drive, 14.1"" L",Lenovo,54999,#,Daraz.pk,8,256,Intel i5,14.1
Daraz Like New Laptops - Laptop Hp Elitebook 840g1 - Core i5 4th Generation - 8 GB RAM - 500GB HDD- 14inch Screen - FREE,HP,39999,#,Daraz.pk,8,512,Intel i5,14.0
Daraz Like New Laptops - Dell Latitude 5410 - Intel Core i5-10 Generation - 8gb DDR4 Ram 256gb SSD - 14.0 Inch FHD Displ,Dell,74999,#,Daraz.pk,8,256,Intel i5,14.0
"Microsoft Surface Pro 3 4th Gen Intel® Core™ i5 4GB 128GB SSD (Windows 10 Pro), Without Keyboard Silver",Microsoft,47999,#,Daraz.pk,8,128,Intel i5,15.6
Hp Probook 640 G3 - Core i5 7th Generation - 8GB RAM - 256GB SSD - 14inch Screen - Windows 11 Licensed (FREE LAPTOP BAG),HP,46999,#,Daraz.pk,8,256,Intel i5,14.0
"Dell Latitude E6420 , Core i5 2nd generation, 8GB DDR3 Ram, 128GB SSD Drive, 14.1"" Led Display, Intel HD Graphics - Dara",Dell,40000,#,Daraz.pk,8,128,Intel i5,14.1
Lenovo ThinkPad X260 - Core i5 6th Generation - 8 Gb Ram - 500 GB HDD - 12.5,Lenovo,41000,#,Daraz.pk,8,512,Intel i5,15.6
Daraz Like New - Dell Chromebook 11 3180 - 4GB RAM - 16GB SSD (,Dell,70132,#,Daraz.pk,4,16,Intel i5,15.6
Zorin OS 17 for all Laptops Chromebook MacBook Computers- Zorin Operating System - Windows,Unknown,241136,#,Daraz.pk,8,512,Intel i5,15.6
HP ProBook 640 G2 14 Inch Business Laptop - Intel Core i5-6600U - 6th Gen - 8GB DDR4 - 256 SSD Drive - WiFi - Windows 10,HP,42999,#,Daraz.pk,8,512,Intel i5,14.0
"Daraz Like New Laptops - Dell Latitude E5480 Core i5 7th Gen, 8GB, 256GB SSD, 14″",Dell,42999,#,Daraz.pk,8,256,Intel i5,15.6
"Apple MacBook Pro 2019 (A2141) - 16"" Retina Display - Intel Core i9 - 32GB RAM DDR4 - (256GB SSD TO 2TB SSD Storage) - 4",Apple,220000,#,Daraz.pk,32,256,Intel i9,16.0
"LAPTOP - HP Elitebook 840 G2 - Core i5 - 5th GENERATION - 500gb Hard-drive , 8GB RAM - Daraz like new laptops",HP,39999,#,Daraz.pk,8,512,Intel i5,15.6
"LENOVO X230 i5 3rd Generation 12.5"" Screen 4GB Ram 250GB HDD Windows 10 Registered (FREE LAPTOP BAG) - Daraz like new la",Lenovo,22499,#,Daraz.pk,4,256,Intel i5,12.5
Daraz Like New Laptops - Dell Latitude 7490 - Intel Core i5-8th Generation - 8gb DDR4 Ram - 256gb Ssd - 14.1 Inch Screen,Dell,82999,#,Daraz.pk,8,256,Intel i5,14.1
HP EliteBook 840 G1 -14 inch Notebook - Core i5 4th Generation - 4GB RAM - 320GB HDD - Windows® 10 Activated - FREE LAPT,HP,39999,#,Daraz.pk,4,256,Intel i5,14.0
"Daraz Like New Laptops - HP EliteBook 850 G2 , Core i7 4th generation, 8GB DDR3 Ram, 500GB Hard Drive, 15.6"" Led Display",HP,39999,#,Daraz.pk,8,512,Intel i7,15.6
Daraz Like New Laptops - HP ZBook Gaming 15 G5 - Intel Core i7-8th Generation - 16gb Ram -512gb Ssd - 15.6 Inch FHD Disp,HP,152499,#,Daraz.pk,16,512,Intel i7,15.6
"Lenovo X1 Yoga Intel Core i7-7th Generation | 16GB DDR4 Ram , 512GB NVME | Original Stylus Pen | 2K Display | TOUCH SCRE",Lenovo,88000,#,Daraz.pk,16,512,Intel i7,15.6
"Lenovo Core i5-10th Generation | 8GB DDR4 RAM , 256GB M2 SSD | 3Hours+ Battery Backup | 6 Months Warranty | HD Display |",Lenovo,88000,#,Daraz.pk,8,512,Apple M2,15.6
Lenovo IdeaPad Core i5 11th gen,Lenovo,75000,#,Daraz.pk,8,512,Intel i5,15.6
Daraz Like New Laptops - Dell Latitude E5480 - Core i5 7th Generation - 8GB RAM - 256GB SSD - 14inch Screen - Free Lapto,Dell,44999,#,Daraz.pk,8,256,Intel i5,14.0
Daraz Like New Laptops - HP Elitebook X360 (Folio)1040 G6 - Intel Core i7-8th Generation - 16gb Ram 512gb Ssd - 14.1 Inc,HP,114999,#,Daraz.pk,16,512,Intel i7,14.1
"Apple MacBook Pro A1278 Mid 2012 With 2.5GHz Intel Core i5 (13.3 inch, 4GB RAM, 500GB) (Dual Operating System MacOS & Wi",Apple,43999,#,Daraz.pk,4,512,Intel i5,13.3
